predictor;occPerM;word
a;1066;great
a;799;good
a;537;lot
a;476;new
a;434;little
a;395;few
a;234;big
a;195;long
a;181;day
a;173;bit
a;147;couple
a;144;while
a;141;very
a;140;man
a;135;nice
a;134;bad
a;130;week
a;122;chance
a;121;free
a;120;beautiful
a;119;year
a;114;huge
a;113;wonderful
a;108;girl
a;101;better
a;96;real
a;96;friend
a;89;guy
a;89;game
a;88;happy
a;86;fan
a;82;way
a;80;job
a;79;bunch
a;78;time
a;75;blast
a;75;fun
a;75;whole
a;70;movie
a;69;woman
a;67;month
a;66;really
a;65;book
a;65;person
a;64;twitter
a;64;show
a;63;song
a;59;picture
a;59;part
a;58;dream
a;56;pretty
a;56;car
a;55;special
a;53;small
a;52;minute
a;52;joke
a;51;full
a;50;problem
a;50;place
a;49;life
a;48;follow
a;48;tweet
a;48;second
a;48;reason
a;47;break
a;47;million
a;47;hot
a;46;nap
a;46;true
a;46;half
a;45;party
a;45;call
a;44;different
a;44;pic
a;44;row
a;44;kid
a;44;thing
a;44;perfect
a;43;single
a;43;night
a;42;video
a;42;baby
a;41;difference
a;41;fantastic
a;41;drink
a;40;team
a;39;question
a;39;trip
a;39;beer
a;38;gift
a;38;story
a;37;shot
a;37;hard
a;36;shout
a;36;cool
a;36;relationship
a;35;dog
a;35;run
a;34;quick
a;34;lovely
a;33;link
a;33;child
a;32;look
a;32;copy
a;31;piece
a;31;safe
a;31;smile
a;30;message
a;30;pair
a;30;word
a;30;plan
a;30;crazy
a;30;date
a;29;short
a;29;business
a;29;black
a;28;phone
a;28;major
a;28;high
a;28;house
a;28;shoutout
a;27;walk
a;27;boy
a;27;must
a;27;more
a;27;cold
a;26;busy
a;26;world
a;26;strong
a;26;win
a;26;moment
a;26;group
a;26;white
a;26;super
a;26;heart
a;25;sign
a;25;certain
a;25;home
a;25;photo
a;25;feeling
a;25;ride
a;25;hour
a;24;family
a;24;sweet
a;24;total
a;24;text
a;24;class
a;24;bottle
a;23;local
a;23;meeting
a;23;ticket
a;23;glass
a;23;change
a;23;fabulous
a;22;tough
a;22;social
a;22;terrible
a;22;point
a;22;live
a;22;cup
a;22;success
a;21;secret
a;21;shower
a;21;plane
a;21;large
a;21;min
a;21;first
a;21;matter
a;21;box
a;21;fool
a;21;pleasure
a;21;fight
a;21;bar
a;21;list
a;21;winner
a;21;cute
a;21;mess
a;21;friday
a;20;room
a;20;star
a;20;complete
a;20;number
a;20;project
a;20;member
a;20;giant
a;20;blog
a;20;blessed
a;20;brand
a;20;successful
a;20;beast
a;19;double
a;19;solid
a;19;deal
a;19;red
a;19;saturday
a;19;one
a;19;lie
a;19;hit
a;19;serious
a;19;test
a;19;cat
a;19;mistake
a;19;student
a;18;goal
a;18;young
a;18;personal
a;18;waste
a;18;wedding
a;18;much
a;18;boss
a;18;weekend
a;18;band
a;18;try
a;18;top
a;18;living
a;18;lady
a;18;conversation
a;17;website
a;17;sunday
a;17;fire
a;17;tv
a;17;bag
a;17;favor
a;17;headache
a;17;simple
a;17;hug
a;17;fine
a;17;positive
a;17;sad
a;17;line
a;17;mile
a;16;school
a;16;music
a;16;late
a;16;coffee
a;16;shame
a;16;visit
a;16;paper
a;16;healthy
a;16;genius
a;16;concert
a;16;computer
a;16;fat
a;16;rock
a;16;series
a;16;smart
a;16;fake
a;16;regular
a;16;love
a;16;surprise
a;16;classic
a;16;funny
a;15;bike
a;15;horrible
a;15;weird
a;15;birthday
a;15;female
a;15;guest
a;15;no
a;15;mi
a;15;private
a;15;stupid
a;15;facebook
a;15;case
a;15;client
a;15;teacher
a;15;record
a;15;tree
a;15;human
a;15;random
a;15;shirt
a;15;choice
a;15;gun
a;15;leader
a;14;bus
a;14;god
a;14;wish
a;14;reality
a;14;fresh
a;14;bigger
a;14;favorite
a;14;professional
a;14;bird
a;14;city
a;14;rt
a;14;crush
a;14;public
a;14;gorgeous
a;14;close
a;14;play
a;14;rough
a;14;player
a;14;dude
a;14;film
a;14;dollar
a;14;productive
a;14;reminder
a;14;company
a;13;horse
a;13;conference
a;13;warm
a;13;monday
a;13;boyfriend
a;13;dead
a;13;broken
a;13;state
a;13;commercial
a;13;tour
a;13;summer
a;13;hoe
a;13;wild
a;13;table
a;13;ball
a;13;light
a;13;mother
a;13;hole
a;13;letter
a;13;college
a;13;spot
a;13;lead
a;13;i
a;13;leg
a;12;holiday
a;12;voice
a;12;restaurant
a;12;massage
a;12;country
a;12;work
a;12;kind
a;12;bowl
a;12;career
a;12;mini
a;12;powerful
a;12;page
a;12;girlfriend
a;12;train
a;12;tattoo
a;12;in
a;12;delicious
a;12;name
a;12;dress
a;12;mom
a;12;on
a;12;killer
a;12;fellow
a;12;dance
a;12;challenge
a;12;kiss
a;12;direct
a;12;future
a;12;library
a;12;sick
a;12;vacation
a;11;post
a;11;baseball
a;11;cover
a;11;lesson
a;11;model
a;11;ring
a;11;former
a;11;hotel
a;11;normal
a;11;deep
a;11;season
a;11;sense
a;11;pool
a;11;food
a;11;final
a;11;a
a;11;hand
a;11;side
a;11;treat
a;11;tool
a;11;national
a;11;christmas
a;11;pain
a;11;pro
a;11;set
a;11;workout
a;11;green
a;11;daily
a;11;senior
a;10;note
a;10;presentation
a;10;go
a;10;for
a;10;sports
a;10;digital
a;10;straight
a;10;two
a;10;morning
a;10;gay
a;10;follower
a;10;fair
a;10;hat
a;10;wise
a;10;natural
a;10;clear
a;10;and
a;10;flight
a;10;sexy
a;10;poor
a;10;road
a;10;dirty
a;10;customer
a;10;billion
a;10;chicken
a;10;slow
a;10;fish
a;10;strange
a;10;thought
a;10;truck
a;10;wall
a;10;web
a;10;step
a;10;seat
a;10;review
a;10;well
a;10;pack
a;10;mission
a;10;fact
a;10;right
a;9;third
a;9;club
a;9;google
a;9;community
a;9;stop
a;9;storm
a;9;talk
a;9;loss
a;9;track
a;9;decision
a;9;beat
a;9;master
a;9;playoff
a;9;football
a;9;grand
a;9;higher
a;9;block
a;9;rainy
a;9;role
a;9;dark
a;9;mobile
a;9;quote
a;9;site
a;9;quiet
a;9;roll
a;9;lucky
a;9;lazy
a;9;power
a;9;chick
a;9;race
a;9;la
a;9;proud
a;9;listen
a;9;pet
a;9;sandwich
a;9;product
a;9;key
a;9;contest
a;9;dumb
a;9;doctor
a;9;pizza
a;8;burger
a;8;gig
a;8;tie
a;8;trend
a;8;retweet
a;8;best
a;8;face
a;8;lack
a;8;similar
a;8;beach
a;8;creative
a;8;low
a;8;mac
a;8;to
a;8;taste
a;8;hr
a;8;hair
a;8;foot
a;8;store
a;8;doubt
a;8;basketball
a;8;journey
a;8;move
a;8;passion
a;8;check
a;8;grown
a;8;body
a;8;kick
a;8;so
a;8;can
a;8;character
a;8;session
a;8;radio
a;8;recent
a;8;head
a;8;parking
a;8;hero
a;8;field
a;8;feature
a;8;camera
a;7;like
a;7;space
a;7;prize
a;7;freaking
a;7;clean
a;7;cd
a;7;study
a;7;bomb
a;7;window
a;7;contract
a;7;mean
a;7;meal
a;7;water
a;7;gold
a;7;homeless
a;7;sunny
a;7;sex
a;7;hold
a;7;bank
a;7;tshirt
a;7;scene
a;7;fast
a;7;potential
a;7;failure
a;7;museum
a;7;common
a;7;door
a;7;battle
a;7;comment
a;7;response
a;7;quarter
a;7;stick
a;7;scary
a;7;lunch
a;7;fb
a;7;bed
a;7;blue
a;7;church
a;7;bright
a;7;back
a;7;three
a;7;title
a;7;stand
a;7;panel
a;7;law
a;7;girls
a;7;program
a;7;rd
a;7;brilliant
a;7;coach
a;7;comedy
a;7;political
a;7;boring
a;7;card
a;7;police
a;7;french
a;7;form
a;7;diet
a;7;cake
a;7;war
a;7;bill
a;7;drive
a;7;negative
a;7;need
a;7;position
a;7;fly
a;7;start
a;7;dinner
a;7;pink
a;7;shoot
a;7;brother
a;6;bear
a;6;marketing
a;6;mexican
a;6;dj
a;6;legit
a;6;mix
a;6;hashtag
a;6;youtube
a;6;service
a;6;cheap
a;6;hockey
a;6;lost
a;6;reply
a;6;st
a;6;teen
a;6;gas
a;6;drunk
a;6;last
a;6;taco
a;6;working
a;6;truly
a;6;vote
a;6;snow
a;6;the
a;6;dope
a;6;salad
a;6;pass
a;6;queen
a;6;round
a;6;fruit
a;6;chair
a;6;friends
a;6;contact
a;6;singer
a;6;corner
a;6;tech
a;6;guitar
a;6;days
a;6;press
a;6;nasty
a;6;mind
a;6;king
a;6;am
a;6;river
a;6;trade
a;6;heads
a;6;crowd
a;6;wine
a;6;tuesday
a;6;pussy
a;6;profile
a;6;present
a;6;breakfast
a;6;nation
a;6;mad
a;6;global
a;6;brain
a;6;history
a;6;cause
a;6;championship
a;6;report
a;6;soul
a;6;winning
a;6;laugh
a;6;marathon
a;6;laptop
a;6;degree
a;6;chocolate
a;5;us
a;5;touch
a;5;partner
a;5;biz
a;5;situation
a;5;button
a;5;wife
a;5;wide
a;5;tight
a;5;sound
a;5;ff
a;5;father
a;5;discussion
a;5;budget
a;5;shooting
a;5;vision
a;5;town
a;5;tan
a;5;street
a;5;soccer
a;5;price
a;5;pop
a;5;loving
a;5;judge
a;5;bday
a;5;famous
a;5;starbucks
a;5;standing
a;5;signed
a;5;rich
a;5;process
a;5;plus
a;5;performance
a;5;get
a;5;crap
a;5;booth
a;5;is
a;5;totally
a;5;magazine
a;5;topic
a;5;completely
a;5;course
a;5;request
a;5;son
a;5;force
a;5;network
a;5;six
a;5;turn
a;5;promise
a;5;system
a;5;yes
a;5;winter
a;5;turkey
a;5;tip
a;5;speech
a;5;source
a;5;pick
a;5;spring
a;5;studio
a;5;memory
a;5;lame
a;5;down
a;5;dad
a;5;difficult
a;5;general
a;5;heat
a;5;media
a;5;thursday
a;5;tumblr
a;5;search
a;5;quality
a;5;women
a;5;cross
a;5;gym
a;5;purpose
a;5;match
a;5;culture
a;5;awesome
a;5;most
a;5;news
a;5;thank
a;5;pr
a;5;debate
a;5;golf
a;5;credit
a;5;bet
a;5;bbq
a;4;beauty
a;4;chicago
a;4;trending
a;4;rush
a;4;talent
a;4;seattle
a;4;screen
a;4;sales
a;4;weak
a;4;promo
a;4;silly
a;4;middle
a;4;chill
a;4;five
a;4;daughter
a;4;cut
a;4;movement
a;4;machine
a;4;level
a;4;workshop
a;4;writing
a;4;victory
a;4;fail
a;4;health
a;4;yo
a;4;joy
a;4;popular
a;4;packed
a;4;wet
a;4;return
a;4;crack
a;4;fashion
a;4;garden
a;4;hurry
a;4;running
a;4;park
a;4;walking
a;4;past
a;4;benefit
a;4;will
a;4;yummy
a;4;you
a;4;brown
a;4;travel
a;4;rule
a;4;bathroom
a;4;watch
a;4;manager
a;4;closer
a;4;what
a;4;university
a;4;type
a;4;society
a;4;rap
a;4;ps
a;4;jam
a;4;location
a;4;campaign
a;4;hospital
a;4;junior
a;4;mention
a;4;merry
a;4;old
a;4;pitch
a;4;reading
a;4;ridiculous
a;4;talented
a;4;raise
a;4;wrong
a;4;base
a;4;blow
a;4;breath
a;4;code
a;4;celebration
a;4;flying
a;4;catch
a;4;candy
a;4;amazing
a;4;jump
a;4;uk
a;4;dr
a;4;tea
a;4;competition
a;4;math
a;4;couch
a;4;just
a;4;heavy
a;4;front
a;4;chat
a;4;dry
a;4;buddy
a;4;collection
a;4;fantasy
a;4;four
a;4;fitness
a;4;goodnight
a;4;rest
a;4;repeat
a;4;loud
a;4;growing
a;4;cell
a;4;crash
a;4;stage
a;4;building
a;4;science
a;4;research
a;4;production
a;4;meet
a;4;means
a;4;golden
a;4;color
a;4;creepy
a;4;period
a;4;but
a;4;reference
a;4;skype
a;4;spam
a;4;yard
a;4;wednesday
a;4;possible
a;4;pm
a;4;or
a;4;design
a;3;given
a;3;legal
a;3;sale
a;3;broke
a;3;less
a;3;guess
a;3;fit
a;3;spell
a;3;tax
a;3;recording
a;3;drop
a;3;blood
a;3;charge
a;3;van
a;3;death
a;3;size
a;3;grad
a;3;limit
a;3;magic
a;3;pay
a;3;people
a;3;status
a;3;chinese
a;3;ft
a;3;board
a;3;cheese
a;3;crew
a;3;desk
a;3;grade
a;3;do
a;3;my
a;3;mood
a;3;bless
a;3;learning
a;3;longer
a;3;moving
a;3;not
a;3;release
a;3;we
a;3;government
a;3;that
a;3;semester
a;3;schedule
a;3;rather
a;3;packers
a;3;language
a;3;welcome
a;3;it's
a;3;current
a;3;following
a;3;focus
a;3;email
a;3;bell
a;3;boston
a;3;brewers
a;3;kids
a;3;mother's
a;3;used
a;3;sure
a;3;smoke
a;3;sea
a;3;paid
a;3;off
a;3;theme
a;3;mothers
a;3;all
a;3;market
a;3;league
a;3;graduation
a;3;fav
a;3;draft
a;3;dear
a;3;fear
a;3;mouth
a;3;of
a;3;drinking
a;3;heck
a;3;hook
a;3;land
a;3;mark
a;3;money
a;3;cancer
a;3;nose
a;3;at
a;3;score
a;3;shopping
a;3;staff
a;3;sun
a;3;term
a;3;traffic
a;3;yoga
a;3;nervous
a;3;speed
a;3;print
a;3;fox
a;3;if
a;3;jazz
a;3;miami
a;3;sat
a;3;fall
a;3;training
a;3;far
a;3;rose
a;3;iphone
a;3;hill
a;3;hilarious
a;3;hello
a;3;draw
a;3;data
a;3;sleep
a;3;known
a;3;worse
a;3;union
a;3;target
a;3;spanish
a;3;sleeping
a;3;sister
a;3;risk
a;3;push
a;3;loved
a;3;director
a;3;mall
a;3;punch
a;3;next
a;3;view
a;3;tape
a;3;talking
a;3;station
a;3;square
a;3;shake
a;3;rep
a;3;ray
a;3;prom
a;3;marriage
a;3;interview
a;3;come
a;3;honey
a;3;highly
a;3;hall
a;3;fix
a;3;extra
a;3;host
a;3;purchase
a;2;detroit
a;2;sugar
a;2;waiting
a;2;wake
a;2;weight
a;2;why
a;2;value
a;2;say
a;2;tune
a;2;section
a;2;ways
a;2;see
a;2;share
a;2;stomach
a;2;nba
a;2;rangers
a;2;die
a;2;miss
a;2;main
a;2;later
a;2;it
a;2;hearing
a;2;version
a;2;giants
a;2;ten
a;2;bob
a;2;nobody
a;2;shop
a;2;singing
a;2;some
a;2;throw
a;2;handle
a;2;lake
a;2;babe
a;2;california
a;2;closed
a;2;co
a;2;dying
a;2;festival
a;2;jack
a;2;left
a;2;married
a;2;networking
a;2;out
a;2;rocking
a;2;faster
a;2;kitchen
a;2;san
a;2;thunder
a;2;theater
a;2;spurs
a;2;dancing
a;2;hi
a;2;care
a;2;defense
a;2;pie
a;2;philly
a;2;neighborhood
a;2;meat
a;2;make
a;2;celtics
a;2;dallas
a;2;raw
a;2;planet
a;2;passing
a;2;north
a;2;moon
a;2;i'm
a;2;hunger
a;2;background
a;2;your
a;2;stadium
a;2;hood
a;2;end
a;2;cleaning
a;2;caps
a;2;bullshit
a;2;boo
a;2;be
a;2;windows
a;2;south
a;2;hollywood
a;2;tweeting
a;2;years
a;2;weed
a;2;use
a;2;something
a;2;sigh
a;2;pull
a;2;policy
a;2;peace
a;2;once
a;2;missing
a;2;lol
a;2;let
a;2;juice
a;2;florida
a;2;after
a;2;baltimore
a;2;sold
a;2;cost
a;2;cry
a;2;from
a;2;gop
a;2;halloween
a;2;hey
a;2;hungry
a;2;never
a;2;read
a;2;save
a;2;spirit
a;2;tag
a;2;tebow
a;2;truth
a;2;when
a;2;who
a;2;women's
a;2;how
a;2;santa
a;2;bye
a;2;ya
a;2;too
a;2;tired
a;2;tim
a;2;technology
a;2;take
a;2;supporting
a;2;stress
a;2;seriously
a;2;rolling
a;2;rip
a;2;hate
a;2;campus
a;2;content
a;2;driving
a;2;sort
a;2;harry
a;2;neck
a;2;helping
a;2;hope
a;2;kinda
a;2;mail
a;2;me
a;2;menu
a;2;epic
a;2;interesting
a;2;was
a;2;sxsw
a;2;such
a;2;still
a;2;related
a;2;near
a;2;milwaukee
a;2;miles
a;2;wash
a;2;justin
a;2;holy
a;2;an
a;2;dating
a;2;crying
a;2;cream
a;2;count
a;2;cc
a;2;bucks
a;2;as
a;2;march
a;2;going
a;2;youth
a;2;self
a;2;starting
a;2;strategy
a;2;swing
a;2;wonder
a;2;with
a;2;u
a;2;rain
a;2;pregnant
a;2;ugly
a;2;theatre
a;2;west
a;2;this
a;2;beginning
a;2;bro
a;2;bulls
a;2;center
a;2;daddy
a;2;early
a;2;feel
a;2;have
a;2;knicks
a;2;losing
a;2;tournament
a;2;security
a;2;finish
a;2;midnight
a;2;bacon
a;2;lakers
a;2;husband
a;2;hip
a;2;yankees
a;2;guys
a;2;bears
a;2;cooking
a;2;chapter
a;2;cast
a;2;cafe
a;2;support
a;2;makeup
a;2;he
a;2;because
a;2;michael
a;2;missed
a;2;practice
a;2;president
a;2;style
a;2;buy
a;2;camp
a;2;cash
a;2;court
a;2;done
a;2;drama
a;2;driver
a;2;jealous
a;1;think
a;1;tony
a;1;sushi
a;1;strength
a;1;stay
a;1;sox
a;1;she
a;1;nfl
a;1;mayor
a;1;made
a;1;launch
a;1;killing
a;1;butter
a;1;weather
a;1;invite
a;1;beef
a;1;about
a;1;calling
a;1;central
a;1;cinco
a;1;click
a;1;confused
a;1;floor
a;1;got
a;1;app
a;1;records
a;1;leadership
a;1;los
a;1;many
a;1;may
a;1;men
a;1;multiple
a;1;now
a;1;paint
a;1;las
a;1;portland
a;1;praying
a;1;artist
a;1;sky
a;1;taylor
a;1;they
a;1;up
a;1;vs
a;1;wait
a;1;written
a;1;pissed
a;1;ground
a;1;bay
a;1;bottom
a;1;bout
a;1;bread
a;1;build
a;1;cousin
a;1;don't
a;1;even
a;1;event
a;1;know
a;1;figure
a;1;hang
a;1;harder
a;1;has
a;1;help
a;1;homie
a;1;houston
a;1;jobs
a;1;kentucky
a;1;knock
a;1;signing
aaron;1;is
abandoned;2;me
abbey;1;is
abc;3;news
abc;3;family
abdc;2;is
ability;40;to
ability;2;is
ability;1;and
able;222;to
aboard;2;the
about;437;the
about;308;to
about;233;it
about;142;you
about;119;a
about;108;that
about;89;this
about;85;your
about;73;how
about;69;my
about;68;me
about;52;what
about;43;our
about;29;time
about;28;being
about;26;her
about;25;them
about;24;now
about;23;him
about;23;his
about;22;all
about;22;an
about;21;their
about;21;us
about;18;getting
about;14;something
about;14;is
about;14;people
about;14;u
about;13;some
about;13;and
about;12;anything
about;12;i
about;12;minutes
about;11;having
about;11;going
about;11;yourself
about;10;hours
about;10;everything
about;10;as
about;10;who
about;9;not
about;9;someone
about;9;making
about;9;in
about;9;right
about;9;life
about;9;doing
about;8;years
about;8;social
about;8;one
about;7;new
about;7;twitter
about;7;of
about;7;things
about;6;those
about;6;today
about;6;why
about;6;when
about;6;but
about;6;we
about;6;where
about;6;sex
about;6;myself
about;6;working
about;6;these
about;5;any
about;5;moving
about;5;other
about;5;every
about;5;finding
about;5;ur
about;5;times
about;5;taking
about;5;months
about;5;on
about;5;learning
about;5;tomorrow
about;5;creating
about;5;min
about;5;two
about;5;using
about;5;money
about;5;for
about;4;more
about;4;food
about;4;love
about;4;lol
about;4;next
about;4;or
about;4;nothing
about;4;what's
about;4;mins
about;4;so
about;4;starting
about;4;tonight
about;4;good
about;4;writing
about;4;music
about;4;giving
about;4;half
about;4;themselves
about;4;weeks
about;4;at
about;3;if
about;3;eating
about;3;seeing
about;3;another
about;3;sports
about;3;women
about;3;buying
about;3;summer
about;3;stuff
about;3;google
about;3;school
about;3;leaving
about;3;changing
about;3;both
about;3;seconds
about;3;miles
about;3;just
about;3;its
about;3;everyone
about;3;last
about;3;losing
about;3;others
about;3;it's
about;3;justin
about;3;ready
about;3;living
about;3;am
about;3;no
about;3;coming
about;3;yours
about;3;pm
about;3;austin
about;3;which
about;3;three
about;3;politics
about;3;too
about;3;watching
about;3;done
about;3;days
about;3;gay
about;3;trying
about;2;million
about;2;marketing
about;2;selling
about;2;they
about;2;yesterday
about;2;was
about;2;today's
about;2;rt
about;2;over
about;2;most
about;2;mine
about;2;kids
about;2;haha
about;2;work
about;2;future
about;2;game
about;2;five
about;2;jobs
about;2;football
about;2;education
about;2;each
about;2;great
about;2;teaching
about;2;college
about;2;there
about;2;then
about;2;relationships
about;2;marriage
about;2;looking
about;2;growing
about;2;from
about;2;family
about;2;business
about;2;breaking
about;2;bad
about;2;big
about;2;cats
about;2;degrees
about;2;events
about;2;free
about;2;helping
about;2;hockey
about;2;hrs
about;2;i'm
about;2;ideas
about;2;keeping
about;2;like
about;2;missing
about;2;picking
about;2;saying
about;2;steve
about;2;thanks
about;2;about
about;2;books
about;2;bringing
about;2;la
about;2;reading
about;2;winning
about;2;tim
about;2;junior
about;2;women's
about;2;wanting
about;2;upcoming
about;2;tweeting
about;2;letting
about;2;becoming
about;2;history
about;2;health
about;2;drinking
about;2;lunch
about;2;mobile
about;2;online
about;2;open
about;2;science
about;2;sharing
about;2;student
about;2;home
about;2;ya
about;2;wearing
about;2;super
about;2;hitting
about;2;harry
about;2;friday
about;2;do
about;2;chicago
about;2;baseball
about;2;tonight's
about;2;team
about;2;that's
about;2;ten
about;2;world
about;2;bob
about;2;with
about;2;waiting
about;2;whitney
about;2;whether
about;2;running
about;2;real
about;2;putting
about;2;playing
about;2;black
about;2;basketball
about;2;anyone
about;2;joining
about;2;go
about;2;facebook
about;2;digital
about;2;meeting
about;2;building
about;2;girls
about;1;sunday
about;1;who's
about;1;thursday
about;1;showing
about;1;visiting
about;1;planning
about;1;america
about;1;american
about;1;apple
about;1;before
about;1;god
about;1;he
about;1;stupid
about;1;opening
about;1;research
about;1;somebody
about;1;tebow
about;1;such
about;1;kevin
about;1;out
about;1;yet
about;1;y'all
about;1;technology
about;1;success
about;1;staying
about;1;spring
about;1;spending
about;1;sending
about;1;are
about;1;problems
about;1;need
about;1;movies
about;1;may
about;1;knowing
about;1;guys
about;1;dinner
about;1;community
about;1;change
about;1;attending
about;1;you're
about;1;race
above;8;the
above;5;all
above;3;and
above;3;it
above;2;me
above;2;average
above;2;my
above;1;for
above;1;beyond
above;1;us
above;1;a
above;1;ground
abq's;2;best
abroad;2;in
abs;1;and
abs;1;are
absence;6;of
absent;2;from
absolute;3;best
absolute;3;favorite
absolute;2;worst
absolute;1;blast
absolutely;13;love
absolutely;8;no
absolutely;8;nothing
absolutely;7;amazing
absolutely;4;not
absolutely;4;i
absolutely;3;gorgeous
absolutely;3;rt
absolutely;3;loved
absolutely;3;hate
absolutely;3;beautiful
absolutely;3;right
absolutely;3;the
absolutely;2;a
absolutely;2;loving
absolutely;2;perfect
absolutely;2;brilliant
absolutely;2;ridiculous
absolutely;2;wonderful
absolutely;2;awesome
absolutely;2;agree
absolutely;2;it
absolutely;2;incredible
absolutely;2;will
absolutely;2;in
absolutely;2;hilarious
absolutely;2;fabulous
absolutely;2;we
absolutely;1;thanks
absolutely;1;great
absolutely;1;have
absolutely;1;insane
absolutely;1;everything
absolutely;1;fantastic
absolutely;1;you
absolutely;1;my
absolutely;1;do
absolutely;1;adorable
absolutely;1;true
abt;7;the
abt;3;to
abt;2;a
abt;2;how
abt;2;this
abt;2;that
abt;2;it
abt;1;what
abundance;3;of
abuse;2;and
abuse;2;is
abuse;2;in
abuse;1;of
ac;3;on
ac;2;in
ac;2;and
ac;1;is
academic;2;libraries
academic;1;year
academy;4;of
academy;3;award
academy;2;is
academy;2;awards
accent;2;is
accent;1;i
accents;1;are
accept;9;the
accept;5;it
accept;5;that
accept;3;your
accept;3;my
accept;3;you
accept;2;me
accept;2;all
accept;1;not
acceptable;4;to
acceptance;3;speech
accepted;4;to
accepted;3;the
accepted;3;into
accepted;2;a
accepted;2;by
accepting;2;the
access;34;to
access;3;and
access;3;the
access;2;is
access;2;it
access;1;for
accessibility;2;camp
accessible;2;to
accessories;1;and
accessories;1;for
accident;3;on
accident;2;at
accident;2;in
accident;2;i
accident;2;and
accompanied;3;by
accomplish;2;anything
accomplish;2;your
accomplish;2;something
accomplish;2;great
accomplish;1;in
accomplished;2;in
accomplished;1;i
accomplished;1;by
according;60;to
account;10;is
account;10;for
account;9;and
account;9;to
account;8;i
account;6;was
account;5;has
account;4;related
account;4;so
account;3;of
account;3;but
account;3;got
account;3;please
account;3;on
account;2;it
account;2;with
account;2;you
account;2;or
account;2;just
account;2;thanks
account;2;if
account;2;not
account;2;hacked
account;2;my
account;2;now
account;2;that
account;2;in
account;1;because
account;1;i'll
account;1;may
account;1;will
account;1;a
account;1;as
account;1;at
account;1;from
account;1;too
account;1;we
accountable;2;for
accounted;2;for
accounts;3;for
accounts;3;and
accounts;2;are
accounts;2;to
accounts;2;of
accounts;1;i
acct;1;or
accused;7;of
accustomed;2;to
ace;2;of
achieve;3;it
achieve;2;your
achieve;2;the
achieve;2;in
achieve;2;success
achieve;1;a
achieved;2;without
achieved;2;by
achievement;2;award
achievement;2;is
achieving;2;your
ack;1;i
acknowledge;2;the
acknowledge;2;that
acl;2;and
acoustic;2;set
acoustic;2;guitar
acoustic;2;show
acoustic;2;version
acquire;2;the
acquired;2;by
acquisition;2;of
acronym;1;for
across;58;the
across;10;from
across;4;a
across;3;my
across;3;america
across;3;your
across;2;all
across;2;as
across;2;town
across;1;this
across;1;that
across;1;it
act;44;like
act;14;of
act;6;as
act;5;on
act;5;in
act;4;but
act;3;to
act;3;together
act;3;is
act;3;and
act;2;now
act;2;for
act;2;a
act;2;i
act;2;all
act;2;the
act;2;so
act;2;out
act;1;right
acted;2;like
actin;2;like
acting;16;like
acting;6;up
acting;4;class
acting;4;is
acting;4;and
acting;2;so
acting;2;in
acting;2;stupid
acting;2;classes
acting;2;a
acting;1;all
acting;1;career
acting;1;as
action;7;is
action;3;on
action;3;and
action;3;in
action;2;at
action;2;for
action;2;to
action;2;with
action;2;this
action;2;of
action;2;will
action;2;not
action;2;packed
action;2;you
action;1;may
action;1;plan
action;1;but
action;1;there
action;1;film
action;1;i
actions;3;speak
actions;2;of
actions;2;and
actions;2;are
active;2;in
active;2;and
active;2;on
activities;2;and
activities;2;for
activities;1;in
activity;2;in
activity;2;for
activity;2;to
activity;2;and
activity;1;at
activity;1;is
actor;3;in
actor;2;and
actor;2;is
actor;2;who
actor;1;or
actor;1;i
actor;1;but
actors;3;and
actors;3;are
actors;2;in
actors;2;for
actors;2;who
actors;2;to
actors;1;on
actress;2;in
actress;2;and
actress;1;for
acts;6;like
acts;4;of
acts;1;as
actual;1;work
actually;17;i
actually;15;a
actually;13;have
actually;9;be
actually;7;the
actually;7;like
actually;6;had
actually;6;get
actually;6;just
actually;6;pretty
actually;5;in
actually;5;got
actually;5;do
actually;5;really
actually;5;not
actually;4;want
actually;4;going
actually;4;know
actually;4;think
actually;4;made
actually;4;did
actually;4;it
actually;4;i'm
actually;4;is
actually;3;my
actually;3;getting
actually;3;thought
actually;3;it's
actually;3;read
actually;3;make
actually;3;on
actually;3;watch
actually;3;work
actually;3;we
actually;3;say
actually;3;love
actually;3;good
actually;3;doing
actually;3;no
actually;3;makes
actually;3;care
actually;3;go
actually;3;use
actually;3;been
actually;3;don't
actually;3;was
actually;2;said
actually;2;need
actually;2;worked
actually;2;working
actually;2;feel
actually;2;talk
actually;2;gonna
actually;2;kind
actually;2;only
actually;2;enjoy
actually;2;trying
actually;2;looks
actually;2;kinda
actually;2;are
actually;2;works
actually;2;used
actually;2;still
actually;2;start
actually;2;but
actually;2;quite
actually;2;so
actually;2;that
actually;2;that's
actually;2;thinking
actually;2;watching
actually;2;win
actually;2;being
actually;2;more
actually;2;looking
actually;2;haven't
actually;2;an
actually;2;went
actually;2;true
actually;2;play
actually;2;cares
actually;2;can
actually;2;at
actually;2;excited
actually;2;saw
actually;2;wasn't
actually;2;and
actually;2;can't
actually;2;from
actually;2;heard
actually;2;liked
actually;2;making
actually;2;meant
actually;2;put
actually;2;talking
actually;2;playing
actually;2;he
actually;2;you
actually;2;has
actually;2;see
actually;1;very
actually;1;wanted
actually;1;using
actually;1;try
actually;1;take
actually;1;reading
actually;1;means
actually;1;look
actually;1;lol
